S.N,Ward No.,Case No.,Brief Description of the grievance,Date of Grievance,Department,Status
549,Ward 11,4228,पिपलबोट देखि भोटेबाहाल चोकसम्म पिच बिग्रिएर एकदमै धुलो उड्ने गरेको छ।अल्पकालिन रुपमा त्यस क्षेत्रमा पानि छर्कि दिर्घकालको लागि बाटो चाडो पिच गरिदिनुहुन अनुरोध छ।,01/18/2023,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
550,Ward 32,4227,पेप्शिकोला मेक्सस स्कुल अगाडि धेरै खाल्डा छन। खाल्डा पुरिदिनुहुन अनुरोध छ।,01/17/2023,सार्वजनिक निर्माण विभाग,closed
551,Ward 17,4216,वडा नं १७ धोविचौरमा बाटो मिचेर गुठिको जग्गामा बाटोको जग्गा मिचेर पर्खाल हालि रहेको छ।आवश्यक अनुगमन गरि पर्खाल चाडो बनाउन अनुरोध छ।,01/14/2023,"नगर प्रहरी बल,सार्वजनिक निर्माण विभाग",closed
552,NoWard,4175,न्यूरोडमा दायाँ वायाँ रेलिङ राखेर फुटपाथ व्यवस्थित गरेजस्तै सोह्र खुट्टेको उकालोको रोडमा पनि रेलिङ राखेर व्वास्थित वनाउनु पर्यो ताकी जथाभावी वाटो काटेर दुर्घटना नहोस ।,01/08/2023,सार्वजनिक निर्माण विभाग,closed
553,Ward 29,4174,अनामनगर बाजेको सेकुवा भित्र कार्की भवन अगाडी वाटोमा ठूलो खाल्डो परेको धेरै भयो  दुर्घटन हुने संभावना छ छीटो पुर्नु पर्‍यो ।,01/08/2023,सार्वजनिक निर्माण विभाग,closed
554,Ward 26,4171,साग्रिला होटलबाट भित्र रानिवारिमा बाटो बिगारि राखेको छ।चाडो बनाइदिनुहुन अनुरोध छ।,01/06/2023,सार्वजनिक निर्माण विभाग,closed
555,Ward 16,4161,बानेश्वर अनमोल क्याटिङ्ग अगाडि पानि लिक भएको बेला खाल्डा खनिएको थियो।तर पछि खाल्डा नपुरेर  बाटो भरि धुलो भयो। खाल्डो भरिदिनुहुन अनुरोध छ।,01/05/2023,सार्वजनिक निर्माण विभाग,closed
556,Ward 2,4156,लाजिमपाटको बाटोमा खाल्डाखुल्डि भएर आवतजावतमा समस्या भयो।खाल्डा पुरिदिनुहुन अनुरोध छ।,01/04/2023,सार्वजनिक निर्माण विभाग,closed
557,Ward 14,4154,कलंकि पेट्रोल पम्पबाट सिचाटार सम्मको बाटोमा एकदमै धुलो भयो। पानि हालिदिनुहुन अनुरोध छ।साथै सिचाटारको बाटोमा खाल्डाखुल्डि भएर आवतजावतमा समस्या भयो।खाल्डो पुरिदिनुहुन अनुरोध छ।,01/04/2023,सार्वजनिक निर्माण विभाग,closed
558,Ward 16,4150,"सोह्रखुट्टे देखि तारकेश्वर र का.म.पाको बोर्डर तथा बालाजु चोक,बाइस धारा वरिपरि,  बाइपास ओरालोमा साना साना खाल्डाखुल्डि भएर आवतजावतमा एकदमै समस्या भयो। खाल्डा पुरिदिनुहुन अनुरोध छ।",01/04/2023,सार्वजनिक निर्माण विभाग,closed
559,Ward 2,4127,"निल सरस्वतिमार्गमा नाला नबनाएको अवस्था छ। शिव गल्लि घर नं १४०, १९०, २११ मा जालि राखिदिनुहुन अनुरोध छ। साथै घर नं ४० को ढोका अगाडी बल्ग राख्नेले जालि नराखेको हुदा त्यहा पनि जालि राखिदिनुहुन अनुरोध छ।",01/01/2023,सार्वजनिक निर्माण विभाग,closed
560,Ward 13,4096,"कालिमाटो तरकारि बजार अगाडि ठुलो खाल्डा भएर आवतजावतमा समस्या भयो।खाल्डा पुरिदिनुहुन अनुरोध छ।साथै खानेपानि संस्थान, विधुत प्राधिकरण ले पाइप बिच्छाउन बाटो खन्ने तर नबनाइ त्यसै छाडेर जादा बाटोमा एकदमै धुलो धुवा हुन्छ।त्यसैले यस्ता कार्य रोक्न आवश्यक  समन्वय गरिदिनहुन अनुरोध छ।",12/27/2022,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
561,Ward 29,4073,डिल्लिबजार पिपल बोटबाट घट्टेकुलो जाने बाटोमा सगरमाथा मल्टीपल कलेज को sign board नजिकको बाटोमा खाल्डा परि दुर्घटना हुने सम्भावना भएकोले सकेसम्म पिच नभए ग्राविल गरिदिनुहुन अनुरोध छ।,12/23/2022,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
562,Ward 16,4060,स्रोहखुट्टे इन्डियन एम्बेसि अगाडि रोडमा ठुलो ठुलो खाल्डा छ। पुरिदिनुहुन अनुरोध छ।,12/21/2022,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
563,Ward 16,4059,स्रोहखुट्टे इन्डियन एम्बेसि अगाडि रोडमा ठुलो ठुलो खाल्डा छ। पुरिदिनुहुन अनुरोध छ।,12/21/2022,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
564,Ward 5,4050,भत्क्यापुल देखि हाडिगाउ जाने बाटोमा एकदमै खाल्डाखुलडि भएर धुलो भयो। बाटो बनाइदिनहुन अनुरोध छ।,12/20/2022,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
565,Ward 13,4046,ढमेल तथा कालिमाटि क्षेत्रमा बाटो खाल्डाखुल्डि भइ धेरै धुलो उड्ने गरेको छ। खाल्डाखुल्डि पुरिदिनुहुन अनुरोध छ। साथै बाटो पिच गर्न ठेका दिएको व्यक्तिलाइ पिच पछि बाटो सफा गर्ने जिम्मेवारि बोध गराउन प्रभावकारि अनुगमन गरिनुपर्यो भनि सुझाव आएको छ। साथै बाटोको छेउछाउमा लगाइएको बोटबिरुवा एकै किसिमको नहुदा प्राकृतिक सुन्दरता घटेकोले एकै खाले बोटविरुवा रोप्न सुझाव आएको छ।,12/19/2022,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
566,Ward 16,4034,सोह्रखुट्टे सरस्वति क्याम्पस अगाडि खानेपानि leak भएर जहिले पानि बग्ने समस्याले बाटो खाल्डाखुल्डि भएको छ। त्यस्तै  सोह्रखुट्टे चोकमा पनि बाटोमा खाल्डाखुल्डि भएको छ।यसैगरि बालाजु चोकबाट माछापोखरि जाने बाटोमा पनि खाल्टाखुल्टि भएर आवतजावतमा समस्या भयो। बाटो मर्मत गरिदिनुहुन अनुरोध छ।,12/18/2022,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
567,Ward 22,4014,बाइसधारा गेटबाट चौकि जाने ३ घर अगाडि ठुलो एउटा खाल्डो छ।१/२ ओटा दुर्घटना भयो तुरुन्त बनाइिनुहुन अनुरोध छ।,12/16/2022,सार्वजनिक निर्माण विभाग,closed
568,Ward 16,4010,सरस्वती क्याम्पस अगाडी धेरै खाल्डा खुल्डीहरु छन् वनाउनु पर्‍यो ।,12/14/2022,सार्वजनिक निर्माण विभाग,closed
569,Ward 5,3992,भत्क्यापुलबाट चाबहिल हाडिगाउि जोड्ने बाटोमा खाल्डा खुल्डि भएर बाटोमा एकदमै धुलो भयो।खाल्डा खुल्डि पुरि धुलो नियन्त्रण गरिदिनुहुन अनुरोध छ।,12/11/2022,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
570,NoWard,3974,सांसदभवन अगाडी फुटपाथमा नचाहीने टाइल थुपारेर राखेकोछ । वाटो अवरुद्ध भयको २ /  ३ महिना भयो हटाउन पर्‍यो ।,12/09/2022,सार्वजनिक निर्माण विभाग,closed
571,Ward 15,3973,डल्लु भगवानपाउबाट सिद्धार्थ बनस्थलि निस्कने ठाउँमा खाल्डाखुल्डि भएर आवतजावतमा समस्या भयो। बाटो मर्मत गरिदिनुहुन अनुरोध छ।,12/09/2022,सार्वजनिक निर्माण विभाग,closed
572,Ward 13,3964,१३ नं वडा स्थित सिमाना मर्गमा वाटो धेरै जीर्णछ धेरै पहीला देखिको धुलो हिलोले वटस्न नसकीने भयो वडामा भनदा पनि सुनुवाइ भयन । छीटो पिच गरीदीनु पर्‍यो ।,12/08/2022,सार्वजनिक निर्माण विभाग,closed
573,Ward 15,3961,भगवान पाउबाट बनस्थलि जाने बाटोमा खाल्टा खुल्टी भएर आवतजावतमा समस्या भयो।खाल्डा पुरिदिनुहुन अनुरोध छ।,12/07/2022,सार्वजनिक निर्माण विभाग,closed
574,Ward 14,3958,14 नं वडा वल्खु स्थित कुमारी क्लव अगाडी जेब्रा क्रसींङ छैन वनाउनु पर्‍यो ।,12/07/2022,सार्वजनिक निर्माण विभाग,closed
575,Ward 13,3953,बाफलचोक आर्मि क्याम्पस अगाडिको बाटोमा खाल्डाखुल्डि भएर आवतजावतमा समस्या भयो।खाल्डा पुरिदिनुहुन अनुरोध छ।,12/06/2022,सार्वजनिक निर्माण विभाग,closed
576,Ward 2,3943,लाजिम्पाट भोग स्वयमबाट राष्टपति भवन जाने बाटोमा खाल्टाखुल्टि भएको छ।बाटो मर्मत गरिदिनुहुन अनुरोध छ।,,सार्वजनिक निर्माण विभाग,closed
577,Ward 32,3939,‌पेप्सिकोलाबाट गृहेश्वरि जाने बाटोमा धुलो उडेर हैरान भयो। बाटो पिच गरिदिनुहुन अनुरोध छ।,12/06/2022,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
578,Ward 16,3927,,12/05/2022,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
579,Ward 11,3923,त्रिपुरेश्वरको राहधानि विभाग अगाडी बाटो कच्चि भएर एकदमै धुलो भयो। बाटो पिच गरिदिनुका साथै ,12/04/2022,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
580,Ward 28,3916,कुलरत्न मार्गमा नालि जाम भएको करिव एक वर्ष भयो।नालि बनाइदिनहुन अनुरोध छ।,12/02/2022,सार्वजनिक निर्माण विभाग,closed
581,Ward 31,3883,तिनकुने चोकको पुलमुनि बाटो खाल्डाखुल्डि भएर आवतजावतमा समस्या भयो। बाटो मर्मत गरिदिनहुन अनुरोध छ।,11/25/2022,सार्वजनिक निर्माण विभाग,closed
582,Ward 29,3862,मेलम्चिले खनेर खाल्टाखुल्टि भयर धेरै धुलो उड्यो।ब्रमर चलाइदिनुका साथै बाटो बनाइदिनुहुन अनुरोध छ।,11/22/2022,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
583,Ward 14,3856,बल्खु बनहार्ड कलेजबाट एमाले पाटि कार्यालय जाने बाटो दसै अघिबाट नै बन्द गरिएको छ। बाटोको ढलको cover निकालेर राखिएको अवस्था छ। यो सम्बन्धि गुनासो वडा कार्यालयमा समेत राख्दा पनि सुनुवाइ भएन। त्यसैले बाटो खोल्न सहयोग गरिदिनुहुन अनुरोध छ।,11/22/2022,"नगर प्रहरी बल,सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
584,Ward 16,3841,बालाजु २२ धारा पार्क छेउको बाटोमा खाल्डा परेर दुर्घटना हुने गरेको हुदाँ खाल्डा पुरिदिनुहुन अनुरोध छ।,11/16/2022,सार्वजनिक निर्माण विभाग,closed
585,Ward 16,3784,बालाजु बाइसधारा तल चौकि लाइनमा १ फिटको खाल्टा परेको छ। बाटो मर्मत गरिदिनुहुन अनुरोध छ।,11/10/2022,सार्वजनिक निर्माण विभाग,closed
586,Ward 6,3767,बौद्ध बुद्धि होटल अगाडि खाल्टाखुल्टि भएर आवतजावतमा समस्या भयो। बाटो मर्मत गरिदिनुहुन अनुरोध छ।,11/08/2022,सार्वजनिक निर्माण विभाग,closed
587,Ward 7,3758,चावहील चोकमा निर्माणाधिन आकाशेपुल निर्माणकार्य किन रोकियो वाटो हीड्नेलाइ धेरै सास्तिभैरहेको छ।,11/08/2022,सार्वजनिक निर्माण विभाग,closed
588,Ward 16,3752,बाइसधारा गेटबाट २०-३० मि. तल चौकि लाइनमा १ फिट खाल्टो परेको छ।यसको मर्मत गरिदिनुहुन अनुरोध छ।,11/06/2022,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
589,Ward 3,3745,राष्ट्रपति भवन १ नं गेट अगाडि बाटो खनेर धुलो उढेको छ। बाटो मर्मत गरिदिनु‍हुन अनुरोध छ।,11/06/2022,सार्वजनिक निर्माण विभाग,closed
590,Ward 14,3744,मकालु पेट्रोल पम्प अगाडि खाल्टाखुल्टि भएको साथै बाहिर दर्ता भएको टेम्पु राखेर बाटो जाम भएको हुदाँ यसको व्यवस्थापन गरि खाल्टाखुल्टि पुरिदिनुहुन अनुरोध छ।,11/06/2022,"नगर प्रहरी बल,सार्वजनिक निर्माण विभाग",closed
591,Ward 26,3742,सामाखुसि रानिबारिको बाटो बनाउने कार्य गत वर्षको मंसिर देखि अलपत्र रहेको हुदा बाटो बनाइदिनुहुन अनुरोध छ।,11/06/2022,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
592,Ward 16,3740,ढुङ्गगेधारा चोकमा ठुला ठुला खाल्टाखुल्टि भएर गाडि आवतजावतमा समस्या भयो। बाटो मर्मत गरिदिनुहुन अनुरोध छ।,11/06/2022,सार्वजनिक निर्माण विभाग,closed
593,Ward 6,3739,माहांकाल लक्ष्मि बैक संगै बाटो खाल्टाखुल्टि भएकाले बाटो मर्मत गरिदिनुहुन अनुरोध छ।,11/06/2022,सार्वजनिक निर्माण विभाग,closed
594,Ward 16,3737,सोह्रखुट्टे बालाजु रोडमा खाल्डाखुल्डि धेरै भएर आवतजावतमा समस्या भयो। यसको व्यवस्थापन गरिदिनुहुन अनुरोध छ।,11/06/2022,सार्वजनिक निर्माण विभाग,closed
595,Ward 16,3734,"वालाजु २२धाराको दायाँ पट्टी रहेको ठाडो वाटोमा धेरै खाल्डा खुल्डीहरु छन् एउटा ठुलो खाल्डोमा धेरै एक्सीडेन्ट हुन्छ छीटो टाल्नु पर्‍यो ।
",11/06/2022,सार्वजनिक निर्माण विभाग,closed
596,Ward 30,2727,मैतीदेवी एरियामा धोविखोला छेउमा नक्सा  ‍अनुसार अहिले सम्म काम भयको छैन गर्नु पर्‍यो ।,11/01/2022,सार्वजनिक निर्माण विभाग,closed
597,Ward 16,2715,नया बजार सास ब्याङक्वीट नजिक बाटोमा खाल्डा भएको लामो समय भैसक्यो। बाटो बनाइदिनुहुन अनुरोध छ।,10/31/2022,सार्वजनिक निर्माण विभाग,closed
598,Ward 4,2713,वालुवाटार स्थित दशरथचन्द्र मार्गमा ३ वर्ष अगाडी पिच गर्न ठेक्का दिएकोमा हाल सम्म पनि काम भएन हालको मेयर साव लाइ भने पछि ठेकेदार र मिडिया सहितको टिम आएर अवलोकन त गरो तर काम भएन छिटो गर्नु पर्‌यो।,10/31/2022,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
599,Ward 16,2710,सोह्रखुट्टेबाट बालाजु जाने मेन रोडमा ठुला ठुला खाल्टाखुल्टि भएर आवतजावतमा हिड्न कठिन भयो।बाटो बनाइदिनुहुन अनुरोध छ।,10/31/2022,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
600,Ward 8,2703,गौरिघाट बौद्धमा‍‍र्ग द्धारमा खाल्डो परेको हुदाँ खाल्डो पुरिदिनुहुन अनुरोध छ।,10/31/2022,सार्वजनिक निर्माण विभाग,closed
601,Ward 16,2700,१६ वडा स्थित कुमारीथान तरुण स्कुल अगाडी ढलको म‌गालको विर्को चोरी भएर खाल्डोमा धेरै एक्सीडेन्ट भयो हालीदीनु पर्‍यो ।,10/31/2022,सार्वजनिक निर्माण विभाग,closed
602,Ward 16,2697,सोह्रखुट्टेबाट बालाजु जाने बाटो नया बजार सासा बैक नजिकको मेन रोडमा खाल्डा भएर आवतजावत गर्न असजिलो भएकोले बाटो मर्मत गरिदिनुहुन अनुरोध छ।,10/21/2022,सार्वजनिक निर्माण विभाग,closed
603,Ward 6,2696,बौद्ध महाकाल लक्ष्मि बैक अगाडि बाटो खाल्डाखुल्टि भएर हिड्न गाह्रो भयो। खाल्डा पुरिदिनुहुन अनुरोध छ।,10/21/2022,सार्वजनिक निर्माण विभाग,closed
604,Ward 22,2681,विर अस्पताल र ट्रमा सेन्टर विचको बाटोमा खाल्डो खुल्डी परेको छ ।,10/19/2022,सार्वजनिक निर्माण विभाग,closed
605,Ward 16,2660,16 वडा बालाजु देखि सोह्रखुट्टे सम्मको बाटोमा खाल्डा खुल्डी परेको छ ।,10/17/2022,सार्वजनिक निर्माण विभाग,closed
606,Ward 28,2651,बागबजारमा रहेको भक्तपुर बसपार्क नजिकको बाटो खनेर त्यसै छाडेको छ। बाटो मर्मत गरिदिनुहुन अनुर‍ोध छ। साथै विर हस्पिटल र ट्रमा सेन्टरको बिचको  बाटोमा खाल्डा भएर हिड्न गाह्रो भयो। खाल्डा पुरिदिनुहुन अनुरोध छ।,10/17/2022,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
607,Ward 13,2644,१३ वड ताहाचल हुदै सोल्टी पछाडी गेट गाइवाच्छा पाटी देखी रीङरोड को सोल्टी दोवाटो सम्म धेरै खाल्डा खुल्डीहरु परेको छ मर्मत गर्नु पर्‍यो ।,10/15/2022,सार्वजनिक निर्माण विभाग,closed
608,Ward 14,2643,१४ वडा स्थित सन्तोषी माताको मन्दिर अगाडी खाल्डो खुल्डीहरु धेरैछ धुलो हीलो खाल्डोले गर्दा हीड्न नसक्ने र वस्न पनि गार्हो भयो मर्मत गर्नु पर्‍यो ।,10/15/2022,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
609,Ward 16,2639,सोह्रखुट्टे चोक पिपुल्स डेन्टल हस्पिटल  र प्राईम बैङ्क अगाडी को बाटोमा ढल जाम भएको ढलको पानि ओभरफ्लो भएको छ । ,10/14/2022,सार्वजनिक निर्माण विभाग,closed
610,Ward 4,2635,विशाल नगर खहरेखोला सँगै खहरे चोकमा पिच बाटो भासिएर प्वाल परेको छ । ततकाल मर्मत नगरे झन ठुलो हुने सम्भावना भएकोले छिटो मर्मत गर्नु पर्‍यो ।,10/13/2022,सार्वजनिक निर्माण विभाग,closed
611,Ward 6,2621,वडा नं. ०६ भुवनडाडाँ को बाटो मेलम्चिको पानिको लागि खनेको  र बाटो अस्तव्यस्त पारेको छ अहिले बाटो विग्रेर आवतजावतमा समेत समस्या भयो ।,10/12/2022,सार्वजनिक निर्माण विभाग,closed
612,Ward 16,2615,सोह्रखुट्टे पकनाजोल जाने  बाटोमा खानेपानिको पाईप फुटेको छ ।,10/12/2022,सार्वजनिक निर्माण विभाग,closed
613,Ward 14,2614,वडा नं १४ कुमारी क्लव देखि tu gate जाने बाटोको विचमा खाल्डो परेको छ । ,10/12/2022,सार्वजनिक निर्माण विभाग,closed
614,Ward 6,2612,महांकाल पानि ट्याङ्कि देखि तिनचुलि जाने बाटो विग्रेको छ ।,10/12/2022,सार्वजनिक निर्माण विभाग,closed
615,Ward 14,2604,National Hospital अगाडीको बाटो विग्रेर पानिको ट्याङ्कर  जान नसकेर पानीको  समस्या भएको ।,10/12/2022,सार्वजनिक निर्माण विभाग,closed
616,Ward 16,2582,खुशिबु प्राईम कलेज ग्लोबल स्कुल पछाडीको सडकमा ३/४ वर्ष अघि माटो थुपारेको  गयो खाल्डा खुल्डी पुरेन माटो अलपत्र छ मिलाउनु पर्‍यो ।,09/27/2022,सार्वजनिक निर्माण विभाग,closed
617,Ward 15,2578,भगवानपाउँ बाट विजेश्वरि मार्ग  रिटेक भवन भन्दा माथिको बाटोमा खाल्डो खाल्डो रहेकोमा सडकले सवारी को लागि रोडा र पाँगो माटो राखेर पुरेको थियो  अहिले त्यहाँ धुलो उडेर झन् गाह्रो  भयो ।,09/27/2022,सार्वजनिक निर्माण विभाग,closed
618,Ward 16,2577,वनस्थलि  चोक बाट भित्र power house जाने वाटोमा ठुलो खाल्डो परेको छ  । मर्मत गरिदिनु पर्‍यो ।,09/27/2022,सार्वजनिक निर्माण विभाग,closed
619,Ward 28,2571,प्रज्ञा प्रतिष्ठानको पूर्व पट्टी ढल जाम भएको छ ।,09/27/2022,सार्वजनिक निर्माण विभाग,closed
620,Ward 29,2570,अनामनगर भाटभटेनि नपुग्दै लेफ्ट साईडमा बाटो भासिएको छ । बनाउनु पर्‍यो ।,09/25/2022,सार्वजनिक निर्माण विभाग,closed
621,Ward 28,2562,भृकुटीमण्डप अपाङ्ग महासघं प्रदशनि मार्ग क्षेत्रमा विभिन्न सामानहरुको मेला लागेको छ । जसले गर्दा भिडभाड बढी भयो त्यहाँ आउने हरुको गाडि पार्किङ  गरेर हिड्न गाह्रो भयो बाटो जाम हिलो खाल्डा खुल्डी बढि भयो ।,09/25/2022,"नगर प्रहरी बल,सार्वजनिक निर्माण विभाग",closed
622,Ward 16,2558,"बालाजु पुल पारी बाटोमा मंगाल को ढक्कन नभएर ठूलो खाल्डो परेको छ। जसले गर्दा गाडी दुर्घटना हुने गरेको छ ।
",09/24/2022,सार्वजनिक निर्माण विभाग,closed
623,Ward 1,2557,नक्साल उत्तरढोका निशान अगाडीको बाटोमा खाल्डो परेको छ ।,09/23/2022,सार्वजनिक निर्माण विभाग,closed
624,Ward 32,2554,वडा नं. ३२ पेप्सिकोला ap मार्गमा बाटो विग्रेको छ र ढलको पनि उचित व्यवस्थापन नहुँदा  समस्या भएको छ ।,09/23/2022,सार्वजनिक निर्माण विभाग,closed
625,Ward 13,2545,कालिमाटि सोल्टिमोड जाने बाटोको कुमारि बैक संग ठुलो खाल्टाखुल्टि पुरिएकोबाट धुलो उडेर प्रदुषण बढायो। यसको व्यवस्थापन गरिदनुहुन अनुरोध छ।,09/22/2022,"वातावरण विभाग,सार्वजनिक निर्माण विभाग",closed
626,Ward 32,2535,वडा नं. ३२ रेडहन कलेज देखि रानीबारी जाने बाटो विग्रेको छ । बारम्बार गुनासो गर्दा पनि सुनुवाई भएन ।,09/21/2022,सार्वजनिक निर्माण विभाग,closed
627,Ward 16,2523,वनस्थलि चोक देखि पावर हाउस जाने बाटो मन्दिर देखि पछाडी पट्टि  पुरै खाल्डो खाल्डो रहेको छ ।,09/21/2022,सार्वजनिक निर्माण विभाग,closed
628,Ward 15,2516,वडा नं. १५ अन्नपूर्ण चोक सुनाखरि स्कुल नजिकको क्षेत्रमा वर्षातको समयमा वर्षातको भेल बाटो मा जाम हुने बग्ने गर्छ जसले गर्दा घर भित्र पानि पसेर दुःख दिने गरेको छ ।,09/20/2022,सार्वजनिक निर्माण विभाग,closed
629,Ward 16,2508,बालाजु चोक किष्टल पेट्रोल पम्म नजिक  खाल्टा खुल्टी परेको छ ।,09/19/2022,सार्वजनिक निर्माण विभाग,closed
630,Ward 29,2506,"डिल्लिबजार चारखालमा ढल बनाउदा बाटो खनेर ढुगांले पुरेको तर ढुंगामा परेर बाइक, स्कुटर लड्ने गरेको हुदा बाटो राम्रो सग मर्मत गरिदिनुहुन अनुरोध छ।cc",09/18/2022,सार्वजनिक निर्माण विभाग,closed
631,Ward 30,2504,"राधे मार्ग, मैतिदेवि मन्दिर पछाडि , डंडामार्ग, शहिद मार्ग तथा ग्यालेक्सि मार्गको बाटो खाल्टाखुल्टि भएर आवतजावतमा समस्या भयो। बाटो मर्मत गरिदिनुहुन अनुरोध छ।",09/18/2022,सार्वजनिक निर्माण विभाग,closed
632,Ward 6,2500,बौद्ध मंहाकालको मेन बाटो खाल्टाखुल्टी भएर आवतजावतमा समस्या भयो। बाटो मर्मत गरिदिनुहुन अनुरोध छ।,09/18/2022,सार्वजनिक निर्माण विभाग,closed
633,Ward 32,2489,वडा नं 11 पञ्चाङ्ग  मार्गको बाटो मा खाल्डा खुल्डी परेर आवत जावतमा असुविधा भयो ।,09/17/2022,सार्वजनिक निर्माण विभाग,closed
634,Ward 32,2488,वडा नं 32 एयरपोर्ट पछाडिको गुहेश्वरी मार्गको बाटो मा खाल्डा खुल्डी पारेर आवत जावतमा असुविधा भयो ।,09/17/2022,सार्वजनिक निर्माण विभाग,closed
635,Ward 16,2484,बालाजु  चोक वरिपरि  बाटोमा खाल्टा खुल्टि भएकाले बाटो मर्मत गरिदिनुहुन अनुरोध छ।,09/16/2022,सार्वजनिक निर्माण विभाग,closed
636,Ward 14,2480,बल्खु खोलाबाट शंखमुल जाने कोरिडोर फलफुल मन्दिर अगाडि खोलाको पारिको बाटोमा खाल्टाखुल्टि भएर आवतजावतमा समस्या भयो। बाटो मर्मत गरिदिनुहुन अनुरोध छ।,09/16/2022,सार्वजनिक निर्माण विभाग,closed
637,Ward 13,2479,कालिमाटि सालिक टेकु खरि आउने बाटोमा खाल्टा खुल्टि भएर आवतजावत गर्न कठिन भएको हुदा बाटो मर्मत  गरिदिनुहुन अनुरोध छ।,09/16/2022,सार्वजनिक निर्माण विभाग,closed
638,Ward 5,2477,बौद्ध चुचेपाटि वडा कार्यालय नजिक खाल्टा खुल्टि भएर आवतजावतमा समस्या भयो। बाटो मर्मत गरिदिनुहुन अनुरोध छ।,09/16/2022,सार्वजनिक निर्माण विभाग,closed
639,Ward 32,2453,"जडीबुटिबाट नरेफाट जाने बाटोमा बाटो खाल्डाखुल्डि छ। साथै बाटोको दाया बाया बाटो कब्जा गरेर ठेला गाडँ राख्ने, बाइक पार्किङ गरेर आवतजावत गर्न कठिन भयो। बाटो मर्मत तथा फुटपाथ व्यवस्थापन गरिदिनुहुन अनुरोध छ।",09/15/2022,"नगर प्रहरी बल,सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
640,Ward 5,2421,"हाडिगाउ देखि चारनारायण मार्गमा ३, ४ वटा घरको किचलोले बाटो नबनाउदा खाल्डा खुल्डि भयो। बाटो मर्मत गरिदिनुहुन अनुरोध छ।",09/12/2022,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
641,Ward 4,2418,गणेश बस्ति अरुणा लामा मार्गमा हम्पाइप फुटेको छ। यसले गाडि आवतजावत गर्न गाह्रो भयो।हम्पाइप बनाइदिनुहुन अनुरोध छ।,09/12/2022,सार्वजनिक निर्माण विभाग,closed
642,Ward 6,2404,महांकाल पानि टेंकि तिनचुलि सम्म तथा  बौद्ध गेट अगाडि र चुच्चेपाटिको बाटोमा खाल्टाखुल्टी भएको हुदा बाटो मर्मत गरिदिनहुन अनुरोध छ।,09/12/2022,सार्वजनिक निर्माण विभाग,closed
643,Ward 22,2387,वडा नं. २२ रञ्जना ट्रेडर्स पछाडी पानी जमेकोले बाटो अबरुद्ध भएको छ।,09/09/2022,सार्वजनिक निर्माण विभाग,closed
644,Ward 10,2381,बुद्धनगर श्रम मार्गको बाटो विग्रेको छ । मर्मत गरिदिनु पर्‍यो ।,09/08/2022,सार्वजनिक निर्माण विभाग,closed
645,Ward 16,2371,16 नं. वडा नयाँबजार उत्तम चोकबाट पूर्वपट्टीको बाटोमा खाल्डा खुल्डी परेको छ ।,09/08/2022,सार्वजनिक निर्माण विभाग,closed
646,Ward 28,2366,शंकरदेव क्याम्पसबाट पुरानो बसपार्क जाने बाटोमा ठुलो ठुलो खाल्डाखुल्डि छ। बाटो मर्मत गरिदिनुहुन अनुरोध छ।,09/07/2022,"सार्वजनिक निर्माण विभाग,Mayorसचिवालय",closed
647,Ward 11,2362,त्रिपुरेश्व भेटेरेनरी हस्पिटल अगाडी ढलको पानि फुटेर बाटो भरी पानी भरिएको छ । तत्काल बनाईदिनु हुन ।,09/07/2022,सार्वजनिक निर्माण विभाग,closed
648,Ward 28,2355,राष्ट्रिय सभा गृह अगाडिको ढलको स्लाब सबै निकालेर राखेको छ। दुष्टीविहिनहरुलाइ आवतजावत गर्न गाह्रो भएकाले स्लाब बिच्छाइदिनुहुन अनुरोध छ।,09/07/2022,सार्वजनिक निर्माण विभाग,closed
649,Ward 29,2354,कालिन्चोक मार्ग अक्षर एकेडेमि नजिक ढल जाम भएको हुदा ढल बनाइदिनहुन अनुरोध छ।,09/07/2022,सार्वजनिक निर्माण विभाग,closed
