S.N,Ward No.,Case No.,Brief Description of the grievance,Date of Grievance,Department,Status
981,Ward 8,11322," कामपा ९ वडा पञ्चकन्या मार्ग चावाहिल यातायात कार्यालय सरेकाे ठाउँमा अवैध रुपमा सार्वजनिक जग्गा मिचेर बसपार्क सञ्चालन गर्दै आएका छन् जसले गर्दा बृद्ध, बालबालिका , विरामि सबैलाइ गाराे भयाे बसपार्क हटाइदिनुपर्याे भन्ने गुनासाे आएकाे छ । ",06/30/2024,नगर प्रहरी बल,closed
982,Ward 6,11317,कामपा वडा ६ खानेपानी ट्याङ्की सानधारामा ११ आना जति सार्वजनिक जग्गा के.सी. काकाले टहरा बनाएर भोग चलन गरेका छन् । हटाउनुपर्यो भन्ने गुनासो आएको छ ।,06/29/2024,नगर प्रहरी बल,closed
983,Ward 4,11314,सिल्भर ओक र बालुवाटार पेट्रोल पम्प अगाडि जग्गामा माटो पुरेर ट्रकबाट सामान लगेर ओसार्दा बाटो भरि लेदो माटो छरेर हिलो बनाएको छ भन्ने गुनासो आएको छ |,06/28/2024,नगर प्रहरी बल,closed
984,Ward 6,11312,"सरस्वती नगरमा भएको ज्योति बिकाश बैंकको पार्किंग सार्वजनिक ठाउँ सडकमा गर्न राखेको छ |  टोल सुधार समितिलाइ पार्किंग न भएको ठाउँमा बैंक आएर बसेको छ, हिड्न गाह्रो भयो, पार्किंग हटाउनु पर्यो  भनेर गुनासो राख्दा पनि केहि काम भएन | महानगरबाट समस्याको समाधान गरिदिनु पर्यो भन्ने गुनासो आएको छ |",06/28/2024,नगर प्रहरी बल,closed
985,Ward 31,11309, पुरानाे बानेश्वर चाेक श्रीकेश छिर्ने बाटाेमा बाइक गाडि पार्किङ गरेर आवत जावतमा धेरै समस्या छ भन्ने गुनासाे आएकाे छ । ,06/28/2024,नगर प्रहरी बल,closed
986,Ward 28,11307,"काठमाडौँ प्लाजा, बस्मेंट पार्किंग निर माथिबाट अफिसमा जडान भएको AC को पानि चुहिएर मान्छेको टाउकोमा पर्ने गरेको छ, AC को पाइप मिलाउनु पर्यो भन्ने गुनासो आएको छ |",06/27/2024,नगर प्रहरी बल,closed
987,Ward 11,11301,"११ वडा माइतिघर मण्डला विस्तारित सडक खण्डकाे छेउमा काठकाे गाेदाम  निर जस्ताकाे छाना लगाएकाे छाप्राे खाेलेकाे छ पसल बिना दर्ता  खाेलेकाे छ हाेडिङ बाेर्ड केहि पनि राखेकाे छैन खाना, खाजा काे पैसा मनाेमानित लिने गरेकाे छ र खाना गुणस्तर  हिन छ तुरुन्त अनुगमन गरी कारबाहि गर्नुपर्याे भन्ने गुनासाे आएकाे छ ।  ",06/27/2024,"नगर प्रहरी बल,कृषि तथा पशुपक्षी विभाग",closed
988,Ward 10,11300,पुरानाे बानेश्वर चाेकबाट नयाँ बानेश्वर जाने अम्विका मार्गमा वाटाेमा बाइकहरु राखेर  हिडडुल गर्न सारै गाराे भयाे  पहिला पनि कामपाले वाइकहरु हटाएकाे थियाे फेरी राख्न थालेका छन् तुरुन्त हटाउनुपर्याे  भन्ने गुनासाे आएकाे छ । ,06/27/2024,नगर प्रहरी बल,closed
989,Ward 26,11299,कामपा २६ वडा रानीबारी विद्यालय नेर फोहोर जलाएर वातावरण प्रदुषण भई बस्न सकिएन। तुरुन्तै कारवाही गर्नुपर्यो भन्ने गुनासो आएको छ ।,06/27/2024,नगर प्रहरी बल,closed
990,Ward 11,11296,११ वडा अरनिकाे स्कुललकाे चाेकमा मापदण्ड विपरित टहरा बनाइएकाे छ वडा कार्यलयलाइ भन्दा पनि केहि भएन अनुगमन गरी कारबाहि गर्नुपर्याे भन्ने गुनासाे आएकाे छ । ,06/26/2024,नगर प्रहरी बल,closed
991,Ward 31,11295,"वडा ३१ शान्तिनगर कागेश्वरी मन्दर निर एउटा घर बनाइराखेकाे छ त्यस वरपर बाटाे सागुराे छ घर बनाउने रड बाटाेमा पर्ने गरी राखेर ,बाइक गाडि केहि निकाल्न मिलेन  धेरै चाेटि भनिसक्याै रड हटाउनु भनेर अहिलेसम्म हटाएका छैनन् बाटाे अवराेध भयाे भन्ने  गुनासाे आएकाे छ । ",06/26/2024,नगर प्रहरी बल,closed
992,Ward 9,11294,कामपा ९ वडा ज्ञानेश्वरबाट रातोपुल जाने बाटोको फुटपाथमा धेरै वर्ष अगाडी देखि झण्डा झुन्ड्याउन राखेको पिलरहरु रहेको छ । हाल उक्त पोलहरुमा झण्डा राख्ने नगरेपनि पोल चाँहि यथावत छ । पोल हटाइयो भने फुटपाथ फराकिलो भई हामी पैदल यात्रुलाई हिँड्न सहज हुन्थ्यो भन्ने गुनासो आएको छ ।,06/26/2024,नगर प्रहरी बल,closed
993,NoWard,11292,"का.म.पा. भित्र तेस्रो लिंगी भारतीय नागरिकहरु अहिले  धेरै नै संख्यामा उपस्थित छन्, उनीहरुले पैसा मागेर हैरान परेको छ। एउटै ग्रुपको मान्छेहरु छुट्टा छुट्टै गरि आउने, पैसा माग्ने, माग्दा दिएन भने सराप्ने र जथाभाबी बोलेर बाटो हिड्ने मान्छे र घर, पसलको मान्छेहरुलाई दुख दिईरहेको छ। यसको नियन्त्रण  गरिदिनु पर्यो भन्ने गुनासो आएको छ। ",06/25/2024,नगर प्रहरी बल,closed
994,Ward 29,11290,कामपा २९ अनामनगर बाजेको सेकुवा छेउमा शनिवार आगो लागेर निभाउँदा काटेको तार  त्यस्तै छोडेर गएका छन् । जसले गर्दा त्यो तारमा हिँड्दा मान्छे अल्झेर लड्ने तथा मोटरसाईकल पनि चिप्लिने गरेको छ । ति तारहरु आएर हटाइदिनुपर्यो भन्ने गुनासो आएको छ ।,06/25/2024,नगर प्रहरी बल,closed
995,Ward 7,11287,७ वडा मैजु बहालमा श्रीराम प्रसाद गाैतमले  आफ्नाे पर्खाल भत्काएर ढुंगामाटाे बाटाेमा  तेसै छाड्दा हिड्न सारै गाराे भयाे निज श्रीराम प्रसाद गाैतमलाइ ढुंगामाटाे हटाउन लगाउनुपर्याे भन्ने गुनासाे आएकाे छ । ,06/25/2024,नगर प्रहरी बल,closed
996,Ward 29,11282,"29  वडा बाटुलेघर सिटिजन बैक सँगै अन्दाजि ३० वर्षकाे आमा र पारी अन्दाजी ४/५ वर्षकाे बच्चा बाटाे हिड्ने बटुवासँग पैसा माग्ने दिशा , पिसाब बाटाेमै गर्ने गर्छन्  भन्ने गुनासाे आएकाे छ । ",06/24/2024,नगर प्रहरी बल,closed
997,Ward 26,11278,२६ वडा कपुरधारा सामाखुसि पाेखरेलिचाेकमा  ४/५ वटा  ठेलागाडामा   तरकारी बेचेर बाटाे हिड्नलाइ सारै गाराे भयाे भन्ने गुनासाे आएकाे छ । ,06/23/2024,नगर प्रहरी बल,closed
998,Ward 6,11276,"६ नं वडा महांकालकाे ओरालाे  शिवंममाेटर साईकल वर्कसप निर  चर्चकाे अगाडिकाे घरले सार्वजनिक बाटाे छेक्ने गरी स्लाेप लगाएर  गाडी , बाईकहरु छिराउन मिलेन भन्ने गुनासाे आएकाे छ । ",06/23/2024,नगर प्रहरी बल,closed
999,Ward 10,11275,१० नं वडा बुद्धनगर मेराे हस्पिटल अगाडि  गालि जग्गामा ड्रमहरुमा अलकत्रा बालेर सारै असर गर्याे साथै बाताबरण प्रदुषण पनि भयाे भन्ने गुनासाे आएकाे छ । ,06/23/2024,नगर प्रहरी बल,closed
1000,Ward 9,10285,९ वडा पिङ्गलास्थान रुद्र केरार हाेटेलकाे चिम्नीबाट धेरै धुवा र साउण्ड आएर  बस्न धेरै गाराे भयाे साथै असर पनि गर्याे भन्ने गुनासाे आएकाे छ ।,06/23/2024,नगर प्रहरी बल,closed
1001,Ward 7,10282, ७ वडा मित्रपार्कबाट उमाकुण्ड आउने ढलान बाटाेमा नाे पार्किङ लेखिएकाे ठाउँमा सधै निलाे माईक्राे राेकिराखेकाे हुन्छ केहि गरि ओरालाेमा गाडि स्लिप भयाे भने ठुलाे दुर्घटना हुन सक्छ माईक्राे हटाउनुपर्याे भन्ने गुनासाे आएकाे छ । ,06/22/2024,नगर प्रहरी बल,closed
1002,Ward 28,10281,२८ वडा पुतलिसडक  नेम विल्डिङ  जाने गल्लि मा रहेकाे  नेम इस्टिस्युटले  विदाकाे दिनमा सर्वसाधारण र विध्यार्थिलाइ पाेष्टर बाडेर जथाभावि फाेहाेर भयाे अनुगमन गरी कारबाहि गर्नुपर्याे भन्ने गुनासाे आएकाे छ । ,06/22/2024,नगर प्रहरी बल,closed
1003,Ward 32,10280,"३२  वडा काेटेश्वर बासुकि नगर मार्गमा  नवज्याेति स्कुलले ठुलाे ठुलाे स्वरमा कार्यक्रम गर्ने, साथै   लाईन लगाउदा  र राष्ट्रिय   गान गाउँदा समेत माईक बाट बाेलेर स्कुल आसपासमा रहेका घरहरुलाई सारै गाराे भयाे अनुगमन गरी कारबाहि गरिदिनुहुन अनुराेध छ भन्ने गुनासाे आएकाे छ । ",06/22/2024,नगर प्रहरी बल,closed
1004,Ward 28,10279,कामपा २८ पद्म कन्या क्याम्पस र मकालु फोटो स्टुडियो अगाडि गमलाहरु फुटाइदिएका छन् ।  गमला फुटाउने बदमासहरु लाई समाई तुरुन्त  कारवाही गर्नुपर्यो र थप क्षति हुन नदिन निगरानी  पनि बढाउनुपर्यो भन्ने गुनासो आएको छ ।,06/22/2024,नगर प्रहरी बल,closed
1005,Ward 14,10276,Kalanki ma bhayeko futpath wala le din dawdai. Ktm bata bahira jane gadi ma.. gunasthar hin gudpak pustakari pani. Bechera ktm ma ghar samma banayeka xan vanda napataunu hola.. hami pratakshya dekhne manxe ho.. ahile pani hajarau indian nepali paryatak lai thagi garirako xan.. 60 ko khana namilne pustakari 260 300 samma bechirako xan. 800% Samma faida liyera bechera hideko kina dekhnu hunna?? Turunta mahanagar prahari khataipau.. ,06/21/2024,नगर प्रहरी बल,closed
1006,NoWard,9283,न्युराेडकाे पिपुल्स् प्लाजाकाे अण्डरग्राउण्डमा मापदण्ड विपरित कफिसप र सबै तल्लाकाे प्यासेजहरुमा विना दर्ता सामान राखेर पसल सञ्चालन गरेकाे छ । सामानहरु प्यासेजमा राखेर आवतजावतमा समस्या भयाे भन्ने गुनासाे आएकाे छ । ,06/21/2024,नगर प्रहरी बल,closed
1007,NoWard,9281,हिराे माेटरसाइकल पहिलाकाे कम्पनिबाट अहिले CH Group  ले किनेकाे रैछ फ्रि सर्भिसिङकाे कुपन हुुदाँ हुदै पनि सर्भिसिङकाे पैसा लिने सामानकाे वारेन्टी ग्यारेन्टि पनि नदिने सबैकाे पैसा लिन खाेज्ने पहिलाकाे कम्पनिले  दिएकाे सर्भिसिङ र वारेन्टी ग्यारेन्टी काे विषयमा थाहा छैन भन्ने ठाडाे जवाफ आएकाे हुदा अनुगमन गरिदिनुपर्याे भन्ने गुनासाे आएकाे छ । ,06/21/2024,नगर प्रहरी बल,closed
1008,Ward 32,9277,32 वडा महादेवस्थान ज्ञानाेदय गल्लिकाे  सरकारी बाटाेमा  व्यक्तिले गेट हाल्दा गाडि आवत जावतमा धेरै समस्या भयाे  हटाइदिनुपर्याे भन्ने   गुनासाे आएकाे छ । ,06/21/2024,नगर प्रहरी बल,closed
1009,Ward 28,9276,२८  वडा शंकरदेव क्याम्पसकाे गेट अगाडी अवैध टहरा र अव्यवस्थित पार्किङ छ  तुरुन्त हटाउनुपर्याे भन्ने गुनासाे आएकाे छ । ,06/21/2024,नगर प्रहरी बल,closed
1010,Ward 3,9274,"नारायण गोपाल चोकदेखि बसुन्धारा जाने बाटोको दाहिने साइड ठिक ओरालोमा एउटा ब्यान्क्वेट (Banquet) छ, त्यस ब्यान्क्वेटले फूटपाथ एरिया कब्जा गरि आफ्नो निजि सामानहरु राखिरहेको छ भन्ने गुनासो आएको छ। ",06/20/2024,नगर प्रहरी बल,closed
1011,Ward 7,9270,"वडा नं ७ मैत्रीबहाल को स्थानीय श्री राम प्रसाद गौतम भन्ने मान्छेले आफ्नो पर्खाल भत्काएर ढुंगा माटो यत्रतत्र बाटोमा नै फालेर राखेको छ, जसले गर्दा बाटो हिड्न नै गाह्रो भयो। सम्बन्धित व्यक्तिलाई नै सफा गर्न लगाईदिन पर्यो भन्ने गुनासो आएको छ। ",06/20/2024,नगर प्रहरी बल,closed
1012,Ward 10,9266,वडा १० रत्नराज्यलक्ष्मी स्कुल निर  महादेवस्थानमार्गमा कवाडिले सारै डिस्टभ गर्याे विहान ४ बजे देखि नै ठुलाे ठुलाे आवाज निकालेर कवाडिका सामानहरु गाडिमा ओसार पाेसार गर्दछन् जसरी भएपनि हटाइदिनुपर्याे भन्ने गुनासाे आएकाे छ  ,06/20/2024,नगर प्रहरी बल,closed
1013,NoWard,9264,"Mountain Nist नाम गरेको जारको पानीमा किरा नै किरा भेटिएको छ, हिजो मात्र लिएर राखेको पानीमा यस्तो भएको छ कम्पनीमा गएर अनुगमन गर्दिन पर्यो भन्ने गुनासो आएको छ। ",06/19/2024,"नगर प्रहरी बल,कृषि तथा पशुपक्षी विभाग",closed
1014,Ward 9,9263,"एयरपोर्ट साइड प्रकाश सन्यास आश्रम जाने मार्गमा धेरै पसलहरु/ फूटपाथ पसलहरु खोलिएको छ जसकारण बाटो साँघुरियो र त्यहाँ इमर्जेन्सीको बखत गाडी आवतजावत गर्न  कठिन भयो, यसको व्यवस्थापन गर्दिन पर्यो भन्ने गुनासो आएको छ।",06/19/2024,नगर प्रहरी बल,closed
1015,Ward 3,9262,"कामपा ३ बाँसबारी मा‍.वि. नेर केवलको तार काटेर बाटोभरि फालेको छ जसले गर्दा हामी सर्वसाधारण, सवारी साधन सबैलाई असहज भएको छ। त्यो तारहरु उठाइदिनुपर्यो साथै आउने दिनमा यस्तो हुन नदिनको लागि केवलवालालाई कारवाही गर्नुपर्यो ।",06/19/2024,नगर प्रहरी बल,closed
1016,Ward 30,9255,"डिल्लिबजार राधे मार्ग बाट पिपल बोट मार्ग जाने बाटोमा दिनभरि नै बाटोमा बाईक पार्क गर्ने र नयाँ निर्माण गर्दै गरेको घरहरुको गीटि बालुवा बाटोमा नै खन्याएर बाटो ब्लक गर्दिने गर्दा आवतजावतमा समस्या परेको छ, यसको व्यवस्थापन गर्दिन पर्यो भन्ने गुनासो आएको छ। ",06/18/2024,नगर प्रहरी बल,closed
1017,Ward 7,9252,"७ वडा चावाहिल चाेक हस्पिटल अगाडि जथाभावि चुराेट , गुड्खा  खाएर फाेहाेर भयाे  सार्वजनिक स्थलमा चुराेट , खुड्खा नखान र खाएमा कारबाहि हुने सन्देश मुलक बाेर्ड राख्न सुझाव आएकाे छ । ",06/18/2024,नगर प्रहरी बल,closed
1018,Ward 6,9250,"बौद्ध दिव्य मार्गको समता स्कुल र नौ तले घरको बिचमा रहेको गंगा सप्लायर्सले बिहान ३/४ बजेदेखि राति ११/१२ सम्म काम गर्ने गरेकोले ध्वनि प्रदुषण भएको र धुँवा धुलोले वातावरणीय प्रदूषण भएको छ, सम्बन्धित निकायको ध्यानाकर्षण होस् भन्ने गुनासो आएको छ।  ",06/18/2024,"नगर प्रहरी बल,वातावरण विभाग",closed
1019,Ward 6,9246,कामपा ६ वडा कार्यालयसँगै ऐलानी जग्गामा रहेका ३ वटा घरहरु भत्काइदिनुपर्यो भन्ने गुनासो आएको छ ।,06/17/2024,नगर प्रहरी बल,closed
1020,Ward 27,9243,२७  नं वडा गाेसिफल अगाडि आज इदपर्वमा  बाटाेमा खुल्ला रुपमा काटमार गरिराखेका छन् यसरी खु्ल्ला रुपमा बाटाेमा काटमारगर्दा बच्चाहरु डराउने साथै बाटाे फाेहाेर र दुषित हुने गरेकाे छ भन्ने गुनासाे आएकाे छ । ,06/17/2024,नगर प्रहरी बल,closed
1021,Ward 28,9242,Balmiki Campus अगाडी पुल देखि लिएर बाटो सबै ठाउँमा ३ बजे पछि फूटपाथ पसल राखेर हिड्न गाह्रो हुने गरि बाटो छेकेर बसेको हुन्छ | फूटपाथ पसलहरुको व्येवस्थापन गर्नु पर्यो भन्ने गुनासो आएको छ |,06/17/2024,नगर प्रहरी बल,closed
1022,Ward 15,9240,"ताकेता; स्वयम्भु सल्लाघारी एरियामा फूतपाथ पसलहरु धेरै छन्, सार्वजनिक एरियामा पसल राखेर र राख्न दिएर भाडा उठाएर खाइरहेको छ हटाउछु भनेर पनि अझै काम भएको छैन भन्नेको गुनासो आएको छ।  ",06/16/2024,नगर प्रहरी बल,closed
1023,Ward 11,9239,"थापाथलीको सुकुम्बासी एरियामा नयाँ नयाँ टहरा थपिरहेको छ, अनुगमन गर्दिन होला भन्ने सुझाव आएको छ। ",06/16/2024,नगर प्रहरी बल,closed
1024,Ward 13,9238,बाफल वार्ड १३ गाइबाछा चोक निर मान्छे कुरुवा बस्ने सरकारी पाटी पौवा जग्गाको दुरुपयोग गरेर शटर राखेर भाडा खाएर बसेको छ | अनुगमन गरेर हटाउनु पर्यो भन्ने गुनासो आएको छ |,06/16/2024,नगर प्रहरी बल,closed
1025,Ward 16,9232,"बालाजु भाटभटेनी सुपरमार्केट अगाडि मधेसी माग्ने बच्चाहरुले बाटो हिड्न पनि गाह्रो हुने गरि डिस्ट्रब गरिरहेको छ, भन्ने गुनासो आएको। ",06/15/2024,नगर प्रहरी बल,closed
1026,Ward 32,9230,"वार्ड ३२ जडिबुटी कोटेश्वोर निर street vendors (म: म:, मोजा/ कपडा,आदि ) बेच्नेको संख्या बढेको छ, उनिहरुको व्येवस्थापन गर्नु पर्यो भन्ने गुनासो आएको छ |",06/15/2024,नगर प्रहरी बल,closed
1027,Ward 29,9229,२९ वडा घट्टेकुलाे अनामनगर जाने बाटामा पिच गर्न लागेकाे छ   घट्टेकुलाे चाेकबाट ५० मिटर पर बिजुलिकाे पाेल ज्यादै जिर्ण अबस्थामा छ  पाेल ढलेमा ठुलाे दुर्घटना हुन सक्ने भएकाेले कामपाले  प्राधिकरण सँग सहकार्य गरि जतिसक्दाे छिटाे  पाेल फेर्न लगाउनु  भनी कल सेन्टरमा आइ गुनासाे व्यक्त गर्नुभयाे ।,06/15/2024,नगर प्रहरी बल,closed
1028,NoWard,9228,"I visit Basantapur almost every evening, and I have been observing the behavior of the water bottle sellers. Their behavior is becoming increasingly intolerable. I have encountered this situation many times. The individuals selling water bottles are primarily children and elderly people. They attempt to sell water to everyone who passes by. Once you refuse to buy, they resort to using abusive language. One day, a child crossed the line by biting me on my arm and using offensive words. Given that this place is frequently visited by tourists, the behavior of these individuals needs to be controlled. Many people have faced this situation. Therefore, I would like to request the concerned department of KMC to take necessary action.",06/15/2024,नगर प्रहरी बल,closed
1029,Ward 4,9227,"वार्ड ४, विशालनगर, KK Mart निर गल्लिमा बनाईराखेको घरको बालुवा गिट्टी बाटोमा राखेको हुनाले बाटोमा गाडी र मान्छे हिड्न गाह्रो भएको छ | बाटो पुरै जाम भएर समस्या परेको छ | छिटो अनुगमन गरिदिनु पर्यो भन्ने गुनासो आएको छ |",06/14/2024,नगर प्रहरी बल,closed
1030,Ward 10,9222,१० वडा बानेश्वर एभरेष्ट हाेटल छिर्ने बाटाे बानेश्वर प्लाजा पछाडि  चक्कु वक्कु मार्गमा ढल जाम भयाे भनेर विना जानकारी पिच खनिरहेकाे छ तुरुन्तै राेकेर कारबाहि गर्नुपर्याे ।  भन्ने गुनासाे आएकाे छ ।,06/14/2024,नगर प्रहरी बल,closed
1031,Ward 28,9220,भृकुटी मण्डप प्रदर्शनी मार्गको फुटपाथमा पसल राखेर डिष्ट्रब भइरहेको छ भन्ने गुनासो आएको छ। ,06/13/2024,नगर प्रहरी बल,closed
1032,Ward 16,9219,"बालाजु गंगा हाल साईडमा २ वटा प्राइभेट फोहोरको गाडी फोहोर सहित दिउँसो २/३ बजे आउने, रातभरी बस्ने र बिहान ३/४ बजे जाने गर्छ। जसले दुर्गन्ध फैलाएर स्थानीयलाई बस्न नै गाह्रो भइरहेको छ, यसको निरिक्षण गर्दिन पर्यो भन्ने गुनासो आएको छ। ",06/13/2024,"नगर प्रहरी बल,वातावरण विभाग",closed
1033,Ward 3,9216,"महाराजगंज  Pennwood Academy भन्ने विद्यालयमा बाँसी, गुणस्तरता नभएको खानेकुरा दिएर विद्यार्थीहरुको पेट दुख्ने समस्या आएको छ | त्यहाँ निरीक्षण, अनुगमन गर्नु पर्यो भन्ने गुनासो आएको छ |  ",06/13/2024,"नगर प्रहरी बल,कृषि तथा पशुपक्षी विभाग",closed
1034,Ward 3,9215,३ वडा बसुन्धरा सिर्जनसिल मार्गबाट १ कित्ता माथि राेयल काेलाेनिमा ६४४ नं कित्ता  वालाले  सार्वजनिक बाटाे मिचेर कम्पाउण्ड वाल लगाएकाे गुनासाे धेरै गरियाे  तर अहिले सम्म सुनुवाइ किन भएन भन्ने गुनासाे आएकाे छ ,06/13/2024,नगर प्रहरी बल,closed
1035,Ward 27,9214,"वार्ड २७ ज्याठा टोलमा घर बनाईराखेको छ, पहिला ५ थियो पछि ७ बनायो अनि अहिले ९ तल्ला भएको छ |  छिमेकिलाइ बस्न नहुने गरि घर भत्काउने फुटाउने काम गरिरको छ जसले गर्दा सबैलाई अप्ठ्यारो परेको छ | पटक पटक भन्दा पनि केहि भएको छैन भन्ने गुनासो आएको छ |  ",06/13/2024,नगर प्रहरी बल,closed
1036,Ward 28,9213,बागबजार एरियाको होस्टेलहरुमा पानि र खानेकुराको गुणस्तरता एकदम खराब छ जसले गर्दा विद्यार्थीहरुको स्वास्थ्यमा असर परेको छ  | सबै होस्टेलको गुणस्तरताको लागि अनुगमन गर्नु पर्यो भन्ने गुनासो साथै सुझाव आएको छ |,06/13/2024,"नगर प्रहरी बल,कृषि तथा पशुपक्षी विभाग",closed
1037,Ward 16,9211,१६ वडा बालाजु चमति  खाेलाकाे चाैकि  अगाडि  ठुलाे गाडिहरुकाे वर्कसप १/२ महिना देखि विना दर्ता सञ्चालन गरेकाे छ जथाभावि फाेहाेर गरेर खाेलामा फाेहाेर पनि फ्याक्छ भन्ने गुनासाे आएकाे छ ,06/13/2024,नगर प्रहरी बल,closed
1038,Ward 10,9210,"१० वडा बानेश्वर देविनगर बस्ति रुद्रमति पुल रुद्रमति आधारभुत बिध्यालयसँगै रहेकाे खालि जग्गामा  १०/१२ दिन देखि अलकत्रा पकाएर हामि बृद्ध, बिध्यार्थि र विरामिलाइ बस्न र आवतजावत गर्न सारै गाराे भयाे तुरुन्तै हटाउनुपर्याे भन्ने गुनासाे पटक पटक आएकाे छ ",06/13/2024,नगर प्रहरी बल,closed
1039,Ward 12,9209,१२ वडा टेकु मयलबारी  खाेलामा फाेहाेर फालेर सारै दुर्घदित भयाे खाेलामा फाेहाेर फालेर जानेकाे भिडियाे म सँग छ ।आवश्यक पर्याे भने उपलब्ध गराउनेछु फाेहाेर फाल्नेलाइ  उचित कारबाहि हाेस् भन्ने गुनासाे आएकाे छ । ,06/13/2024,नगर प्रहरी बल,closed
1040,Ward 1,9207,"इछुमति, टुकुचा खोला, वडा नं १ र २ को बिचमा राजदरबार नजिक, कालो पत्र गर्ने अलकत्रा पकाएर दुर्गन्ध फैलारहेको छ जसका कारण वरिपरिको बासिन्दालाई गाह्रो भएको छ, यसलाई यहाँ बाट हटाई दिन पर्यो भन्ने गुनासो आएको । ",06/12/2024,नगर प्रहरी बल,closed
1041,Ward 10,9204,"ताकेता; बानेश्वोर वडा नं १० देवीनगर एरियामा सडक कालो पत्रे भईरहेको छ र कालो पत्रे गर्ने अलकत्रा त्यहि रेसिडेन्टल एरियामा नै पोलिरहेको हुँदा त्यसको गन्धले गर्दा वरिपरी दुर्गन्ध फैलिएको र देवी नगरमा रहेको श्री रुद्रमती आधारभूत विद्यालयका विद्यार्थीहरुमा प्रत्यक्ष असर परेको छ। जसकारण विद्यार्थी बिरामी परेर स्कुल आउन सकिरहेको छैन र बासिन्दालाई बस्न गाह्रो परेको छ। यसको अनुगमन गरि व्यवस्थापन गर्दिनु पर्यो भन्ने गुनासो आएको छ।	",06/12/2024,नगर प्रहरी बल,closed
1042,Ward 26,9202, २६ वडा ब्रिटिस एम्बेसि सँगै रहेकाे लण्डन क्याफेले सटर बाहिर टिनकाे पाता राखेर बाटामा कुर्सि टेबुल राखेर व्यापार गर्दा आवतजावतमा धेरै समस्या भयाे हटाउनुपर्याे भन्ने गुनासाे आएकाे छ । ,06/12/2024,नगर प्रहरी बल,closed
1043,Ward 28,9201, २८ वडा टुकुचा पुलमा बेलुका ४/५ बजे पछि फुटपाथमा सामान बेचेर बसेका हुन्छन हटाउनुपर्याे भन्ने गुनासाे आएकाे छ । ,06/12/2024,नगर प्रहरी बल,closed
1044,Ward 10,9190,"बानेश्वोर वडा नं १० देवी नगर एरियामा कालो पत्रे गर्ने अलकत्रा त्यहि रेसिडेन्टल एरियामा नै पोल्ने गरेको छ,  त्यसको गन्धले गर्दा बच्चाहरु बिरामी परेर स्कुल जान नसकेको  र बासिन्दालाई बस्न गाह्रो परेको हुँदा यसको अनुगमन गरि व्यवस्थापन गर्दिनु पर्यो भन्ने गुनासो आएको छ। ",06/11/2024,नगर प्रहरी बल,closed
1045,Ward 29,9186,29  वडा डिल्लिबजार  बिजयमेमाेरियल कलेजकाे अपाेजिट सडक पेटिमा साईकल बनाइरहेकाे हुन्छ हटाईदिनुपर्याे भन्ने गुनासाे आएकाे छ । ,06/10/2024,नगर प्रहरी बल,closed
1046,Ward 6,9183,"स्थान: बौद्ध, वडा नम्बर ६, रामहिटी-हरियाली टोल मुद्दा: सडकको छेउमा अवैध रूपमा निर्माण गरी भाडामा लिएर करिब ४६ वटा कोठा/सटर भएको ठूलो शटर छ। रामेश्वर संगतको स्वामित्वमा रहेको यस भवनको भीडभाड र कमजोर व्यवस्थापनका कारण स्थानीय बासिन्दालाई निकै समस्या भएको छ । थप रूपमा, निर्माणमा उचित अनुमतिहरूको अभाव छ, र यी शटरहरूको लागि कुनै कर तिरेको छैन। अनुरोध: अवैध रूपमा निर्मित र भाडामा लिइएको संरचना तुरुन्त हटाउन। मालिक: रामेश्वर संगत सम्पर्क: 9841272322
------------------------------
फेरी ताकेता आएको काम नभय पनि गुनासो मा सम्बोधन भएको भन्ने भएको ले फेरि गुनासो गरेको ",06/10/2024,नगर प्रहरी बल,closed
1047,Ward 9,9181,"गौशाला बस स्टप निर महिलाहरु बच्चा बोकेर, र बुढो मान्छेहरु जबरजस्ती पानि/ पेन किनिदिनु भनेर डिस्टर्ब गर्न आउछन्  | उहाँहरुको व्यवस्थापन गरिदिनु पर्यो भन्ने गुनासो आएको छ |
",06/10/2024,नगर प्रहरी बल,closed
1048,Ward 32,9179,"Dear Sir/Madam, 

It's a complaint that in koteshwor bhatbhatini sub road side of koteshwor-32 on side of Devsthal Marga. The sub Road is not so big and the flow of public and vehicle is high. So, we do not understand why Kathmandu Metropolitan office is not restricting the vehicles parking all over the sub road. It's making us difficult for Koteshwor residents of that area to walking and passing on that road. we request you to please completely band the illegal parking over Koteshwor Bhatbhatini Sadak. by coordinating with Traffic office of koteshwor. Please  do implement as soon as possible restricting parking over there. 

Dinesh Karki 
Koteshwor-32 
Devsthal Marga.
Mob: 9851031797

Thank you!!!",06/10/2024,नगर प्रहरी बल,closed
1049,Ward 13,9168, छाउनि ताहाचलमा विहानकाे समयमा कुकुर डाेराउदै ल्याएर फुटपाथमा फोहोर  गराएर जताततै फाेहाेर गर्छन् कामपाले माइकबाट यसरी फाेहाेर गराउनेलाइ कारबाहि गर्नेछ  भनेर बिहान बेलुका सन्देश मुलक  माइकिङ  गर्दिनुपर्याे भन्ने सुझाव आएकाे  छ। ,06/09/2024,नगर प्रहरी बल,closed
