S.N,Ward No.,Case No.,Brief Description of the grievance,Date of Grievance,Department,Status
292,Ward 26,9004,"सामाखुसीमा DDC को बादाम केसरी मिल्क किन्दा expire date बाकी हुदा पनि खोल्दा गनाएको र खान नमिल्ने भेटिएको छ, अनुगमन गरिदिनु पर्यो |",5/15/2024,कृषि तथा पशुपक्षी विभाग,closed
293,Ward 10,9000,१० नं वडा थापागाउ संताेष मार्गमा एउटा नयाँ कतै बाट आएकाे कुकुरकाे बन्धाकरण गर्नु  पर्याे । ,5/15/2024,कृषि तथा पशुपक्षी विभाग,closed
294,Ward 27,8990,बाैद्ध पिपलबाेट ओलांङचुङ  गुम्वाकाे छेउमा २ वटा कुकुर छन्  मानिसलाइ टाेकेर सारै दुख दिएका छन् तुरुन्त नियन्त्रण गरिदिनुपर्याे । ,5/13/2024,कृषि तथा पशुपक्षी विभाग,closed
295,Ward 16,8981, ताकेता:  साेरखुट्टे नेवा घासा रेष्टुरेन्ट अगाडि सडक कुकुर धेरै बिरामि छ सिघ्र उपचार गर्नुपर्याे ।,5/13/2024,कृषि तथा पशुपक्षी विभाग,closed
296,Ward 32,8963,"ताकेता : वार्ड १७ कोटेश्वर महादेव स्थान मन्दिरको सार्वजनिक सौचालय निर संगै सडकमा रहेको एउटा कुकुर धेरै बिरामी परेको छ, सक्दो छिटो उद्धार गर्नु पर्यो |",5/11/2024,कृषि तथा पशुपक्षी विभाग,closed
297,Ward 32,8960,काेटेश्वर महादेवस्थान  मार्गमा एउटा कुकुर सारै विरामि छ छिटाे उद्धार गरि उपचार गरिदिनुपर्याे । ,5/10/2024,कृषि तथा पशुपक्षी विभाग,closed
298,Ward 10,8959,सुविधानगर कान्तिपुर विल्डिङ सँगै रहेकाे मुनि भैरव मार्गमा रहेकाे माहालक्ष्मि BOYS हाेस्टलले दैनिक जसाे खानामा कपाल लगाएत विभिन्न बस्तुहरु हालेर लापरबाहि देखाइरहेकाे र गुनासाे गर्दा पनि नटेरेकाेले कारबाहि गरिदिनुहुन अनुराेध छ । ,5/10/2024,"नगर प्रहरी बल,कृषि तथा पशुपक्षी विभाग",closed
299,Ward 16,8957,१६ वडा विष्णुमतिपुल क्रस गरेपछि पेट्राेल पम्म भित्र सुकुम्बासि एरिया हुदै २०० मिटर भित्र धाेविघर मा पालेकाे कुकुरले हामि छिमेकिकाे घरमा  दिशा पिशाब गरेर फाेहाेर भयाे कुकुर नहिडाल्नुस् भन्दा पनि मान्दैन भन्ने गुनासाे आएकाे छ । ,5/9/2024,कृषि तथा पशुपक्षी विभाग,closed
300,Ward 16,8954,साेरखुट्टे नेवा घासा रेष्टुरेन्ट अगाडि सडक कुकुर धेरै बिरामि छ सिघ्र उपचार गर्नुपर्याे । ,5/9/2024,कृषि तथा पशुपक्षी विभाग,closed
301,Ward 3,8952,महाराजगंज नारायणगाेपाल चाेक भन्दा ३०० मिटर माथि विग मार्टमा बदामकाे जुसमा डेट पनि छ बदामकाे जुस खादा एकदम तिताे भएर बमिट भएर एकदम गाराे भयाे छिटाे भन्दा छिटाे अनुगमन गरि कारबाहि गरिेनुपर्याे । ,5/9/2024,कृषि तथा पशुपक्षी विभाग,closed
302,Ward 26,8938,"२६ नं वडा घट्टेकुलो चोक धमला डेरी, प्रियंका होस्टेल संगै १ वटा सडक कुकुरको नाकमा घाउ, घाँटीमा डोरी कस्सिएको छ तुरुन्तै उपचार गर्न पर्यो भन्ने गुनासो आएको छ। ",5/6/2024,कृषि तथा पशुपक्षी विभाग,closed
303,Ward 26,8932,२६ वडा गाेगंबु पवित्रा नगरमा एउटा कुकुर छ बसिराखेकाे हुन्छ मानिस नजिक गए पछि टाेकिहान्छ ८/१० जनालाइ टाेकिसक्याे नियन्त्रण गरिदिनुपर्याे । ,5/5/2024,कृषि तथा पशुपक्षी विभाग,closed
304,NoWard,8920,MDH     र   Evrest  मसला मा  Ethalin oxyid भन्ने क्यानसर जन्य रसायन फेला परेको भनेर सिङ्गापुर र हङकङमा वैन्ड भैसकेकोछ तर नेपाल मा खुला रुपमा व्यपार भैरहेको छ किन कारवाही हुदैन ,5/4/2024,कृषि तथा पशुपक्षी विभाग,closed
305,Ward 23,8919,"वार्ड २३ र वार्ड २० को बीच, चिकमुगलबाट मरु आउने ठाउँको बीचमा २० २५ ओटा कुकुर बसेर बाटोमा हिड्ने मान्छेलाइ टोकेर दुख दिरखेको छ, हिड्न पनि गारो भैसक्यो वार्डलाइ भनेको हेरेन, नगरपालिकाले  गर्नु हुन्छ त्येहाँ  भन्नु भन्ने कुरा गर्नु भयो | कुकुरको बेवास्था गर्नु पर्यो |",5/3/2024,कृषि तथा पशुपक्षी विभाग,closed
306,Ward 6,8908,"चुच्चेपाटि के एल टावर अगाडि लुक्बिनि स्कुल सँगै गल्लिमा सडक कुकुरले मानिसलाइ टाेक्ने , भुक्ने  गर्दछ नियन्त्रण गरिदिनुपर्याे । ",5/1/2024,कृषि तथा पशुपक्षी विभाग,closed
307,Ward 14,8904,कलंकि तरकारि बजारमा एउटा कुकुर धेरै सिकिस्त विरामि छ तुरुन उद्धार गरि उपचार गरिदिनुपर्याे । ,4/30/2024,कृषि तथा पशुपक्षी विभाग,closed
308,Ward 6,8903,"कामपा २६ वडा कपुरधारामा ४ , ५ दिन देखि एउटा सडके कुकुर विरामी छ । उपचार गर्न पर्यो भन्ने गुनासो आएको छ ।",4/30/2024,कृषि तथा पशुपक्षी विभाग,closed
309,Ward 4,8892,बालुवाटार कृष्ण दाइकाे पाउराेटि पसलमा पाउँराेटिमा झिगा भेटियाे अनुगमन गरि  तुरुन्त कारबाहि गरिदिनुपर्याे । ,4/29/2024,कृषि तथा पशुपक्षी विभाग,closed
310,Ward 24,8884,ठमेल गल्काेपाखा चिल्डेन पार्क काे अपाेजिट साइड सप्त मन्या गल्लि मा कुकुलाइ प्रालाइस भयाे सबैले ब्न नदिएर पानि छ्यापेर हैरान बनाए  उद्धार गरिदिनुपर्याे । ,4/28/2024,कृषि तथा पशुपक्षी विभाग,closed
311,Ward 4,8881,"बसुन्धरामा दिलिप स्विटले बासि , ब्रिगेकाे गन्ध आउने मम बेचिरहेकाे छ अहिले बनाएकाे हाे भनेर साेध्धा झगडा पर्याे तुरुन्त अनुगमन गरिदिनुपर्याे । ",4/28/2024,कृषि तथा पशुपक्षी विभाग,closed
312,Ward 7,8878,चावाहिल चरुमति बिहार ड्राइभिड्ड सेन्टरकाे बाटाेमा १०/१५ वटा भुसिया कुकुर बसेका हुन्छन् बाइकहरुलाइ लखेटेर एक्सिडेन्ट दिनदिनै भइरहेकाे छ वरपरकाे बस्तिलाइ रातिकाे समयमा भुकेर डिस्टभ भयाे कुकुरकाे नियन्त्रण गरिदिनुपर्याे । ,4/28/2024,कृषि तथा पशुपक्षी विभाग,closed
313,Ward 28,8876,विर हस्पिटल ट्रमा सेन्टरकाे Toilet धेरै नै फाेहाेर छ अनुगमनगरिदिनुपर्याे ।,4/28/2024,कृषि तथा पशुपक्षी विभाग,closed
314,NoWard,8874,"का म पा मा रहेका  हाेस्टेलहरुमा दुषित खाना , दुषित पानि र अन्य कुराहरुकाे अनुगमन गरिदिनुपर्याे । ",4/27/2024,कृषि तथा पशुपक्षी विभाग,closed
315,Ward 16,8867,१६ वडा लैनचाैर प्रभु बैक छेउ लासा हाेटेल अगाडि १ वटा कुकुरले मानिसलाइ टाेक्छ  आजै ३ जनालाइ टाेकिसक्याे नियन्त्रण गरिदिनुपर्याे । ,4/26/2024,कृषि तथा पशुपक्षी विभाग,closed
316,Ward 1,8866,१ वडा कार्यलयकाे लाइनकाे मासु पसल र तरकारी बजारकाे मासु पसलकाे अनुगमन गर्न पर्याे  फाेहाेर बासि गन्हाउने बेच्छन्।,4/26/2024,कृषि तथा पशुपक्षी विभाग,closed
317,Ward 5,8858,गाेपिकृष्ण हल देखि कपन जाने बाटाेमा कुकुरले दुइ जना मानिसलाइ टाेकेर दुख दियाे तुरुन्त उद्धार गरिदिनुपर्याे । ,4/25/2024,कृषि तथा पशुपक्षी विभाग,closed
318,Ward 7,8857,वडा नं ७ चावाहिलमा दुइवटा कुकुर छन्  खाना नखाएकाे ३ दिन भयाे । एउटा कुकुरकाे खुट्टा भाचिएकाे  छ अर्काे कुकुर एकदम विरामि छ उद्धार गरि उपचार गरिदिनुपर्याे । ,4/25/2024,कृषि तथा पशुपक्षी विभाग,closed
319,Ward 11,8828,पुरानाे वानेश्वर ओरालाेमा डिस्टेपर राेगकाे जस्ताे लक्षण देखिएकाे कुकुर विरामि छ तुरुन्त उद्धार गरिदिनुपर्याे । ,4/22/2024,कृषि तथा पशुपक्षी विभाग,closed
320,NoWard,8804,DDC   काे निलाे प्याकेट दुधकाे अहिले चिया पकाउदा  वासि जस्ताे हुने जमेर आउने गिलासमा धेरै फिज हुने गर्दछ तुरुन्त अनुगमन गरिदिनुपर्याे । ,4/18/2024,कृषि तथा पशुपक्षी विभाग,closed
321,Ward 7,8787,"वार्ड ७ गौरीनगरमा कुकुरको धेरै बिग्बिगती भयो | यहाँ के पी नेवारी होटेल छ, जहाँ ८ १० ओटा कुकुर छ, कुकुरले मान्छेहरु  लखेट्ने, टोक्ने गर्छ, कुकुरको बेवास्थापन गर्नु पर्यो |",4/15/2024,कृषि तथा पशुपक्षी विभाग,closed
322,Ward 7,8786,चावाहिल वडा नं ७ सुगममार्गमा ३/४ वटा कुकुरलाइ रेविजकाे सुइ लगाउनुपर्ने  थियाे साथै १ वटा कुकुरलाइ  बन्ध्याकरण गरिदिनुपर्याे । ,4/15/2024,कृषि तथा पशुपक्षी विभाग,closed
323,Ward 9,8784,"वार्ड ९ गौशाला, निलो पुल निर कुकुरले बच्चा हरुलाइ टोक्ने लखेट्ने गर्दैछ | ४ ओटा बच्चा र एउटा आमा कुकुरलाइ बेवस्था गर्नु पर्ने छ | हिजो पनि फोन गरेको आज सम्म केहि भएको छैन, छिटो बेवस्था गर्नु पर्यो |",4/15/2024,कृषि तथा पशुपक्षी विभाग,closed
324,Ward 6,8781,६ नं वडा सरस्वतिनगरमा एउटा कुकुरलाइ डिस्टेपर जस्ताे राेग लागिराकाे छ सँगैकाे कुकुर मरिसक्याे उपचार गरिदिनुहुन अनुराेध छ । ,4/14/2024,कृषि तथा पशुपक्षी विभाग,closed
325,Ward 7,8780,नेपाल ग्यास सिलिंदर भरि गरेको मगाउदा सबै सिलिंदरमा ४ - ५ के. गी. कम देखिएको छ अनुगमन गरिदिनु पर्यो | ,4/14/2024,कृषि तथा पशुपक्षी विभाग,closed
326,Ward 4,8779,"ताकेता वडा नं ४ चुनदेवी मन्दिरदेखि २ मि. जति तल भुसिया ४ वटा आमा बिरालोले ७/८ वटा बच्चा पाएर बिरालोको सङ्ख्या धेरै भएको छ। यसको व्यवस्थापन, नियन्त्रण गर्दिनुपर्यो। ताकेता राखिसके पछि पनि फोन गर्दा  डाक्टर पूजा खनालले जानकारी आको छैन भन्नु भयो | गुनासो को काम छिटो गर्नु पर्यो |",4/14/2024,कृषि तथा पशुपक्षी विभाग,closed
327,Ward 2,8775,गाैरी धारा  क्याफे इमागते राधे राधे विल्डिङ  नाग पाेखरीमा एउटा मिनरल वाटरकाे MRP  मा ६० लेखेकाे थियाे मलाइ १५० रुपैयाँ लियाे साथै म सँग विल पनि छ अनुगमन गरी आवश्यक कारबाहिकाे लागि   अनुराेध छ । ,4/12/2024,कृषि तथा पशुपक्षी विभाग,closed
328,Ward 32,8765,"जडी वुटी एरियामा एउटा कुकुर र्‌‍याल  निकालेर खोकेर हिडेको, रेविजको शंक छ अलि क्रिटिकल अवस्थामा छ उपचार गर्नु पर्यो",4/11/2024,कृषि तथा पशुपक्षी विभाग,closed
329,Ward 28,8759,भृकुटि मण्डवमा रहेकाे टुकुचा तरकारी बजारमा एउटा कुकुरले मान्छे टाेक्दै हिडेर दुख दिएकाे छ नियन्त्रण गरीदिनुपर्याे । ,4/10/2024,कृषि तथा पशुपक्षी विभाग,closed
330,Ward 14,8756,रविभवन कलङ्किमा एउटा कुकुर  छ बुडाे भएर हिडडुल गर्न सक्दैन साथै उठ्न बस्न सक्दैन यसकाे उपचार गरि व्यवस्थापन गरिदिनुपर्याे। ,4/10/2024,कृषि तथा पशुपक्षी विभाग,closed
331,Ward 16,8755,सामाखुशि चिल्ड्रेन पार्कमा गाडीले कुकुर लाई हानेर छटपटाई रहेको छ तुरुन्तै उद्धार गर्नु पर्यो ,4/10/2024,कृषि तथा पशुपक्षी विभाग,closed
332,Ward 9,8754,"पिंगलास्थान काठमाडौँमा रहेको Shree Rudra Kesar Sweets and Restaurant मा अखाद्य मिठाई बेचिरहेको छ, अनुसन्धान गरेर कारबाही गर्नु पर्यो |",4/9/2024,कृषि तथा पशुपक्षी विभाग,closed
333,Ward 20,8752,वनस्थलि पावर हाउस अगाडि भुसिया कुकुरले मानिसलाइ टाेकेर दुख दियाे  कुकुलाइ नियन्त्रण गरिदिनुपर्याे । ,4/9/2024,कृषि तथा पशुपक्षी विभाग,closed
334,Ward 32,8740,"वार्ड ३२, काठमाडौँ पेप्सीकोला फूटबल ग्राउन्ड निरको बरगर हबमा भेज म: म: मगाउदा बफ म: म: मिक्स दिईएको छ, आएर अनुसन्धान र कारबाही गरिदिनु पर्यो |",4/8/2024,"नगर प्रहरी बल,कृषि तथा पशुपक्षी विभाग",closed
335,Ward 31,8738,शंखमुल वाड ३१  बटुक कुमार मार्गमा कुकुरले टोलको मान्छेहरुलाई टोक्न खोजेर दुख भयो कुकुर को बेवास्थापन गर्नु पर्यो | ,4/8/2024,कृषि तथा पशुपक्षी विभाग,closed
336,Ward 4,8737,"वडा नं ४ चुनदेवी मन्दिरदेखि २ मि. जति तल भुसिया ४ वटा आमा बिरालोले ७/८ वटा बच्चा पाएर बिरालोको सङ्ख्या धेरै भएको छ। यसको व्यवस्थापन, नियन्त्रण गर्दिनुपर्यो।  ",4/8/2024,कृषि तथा पशुपक्षी विभाग,closed
337,Ward 7,8734,चावहिल झिसमिसे मार्गमा एउटा सडक कुकुरले बच्चा पाको भएर १ महिना जति उसको स्याहार गरिदिएको र अब चाहिँ स्याहार्न गाह्रो भएको हुँदा सम्बन्धित निकायले कुकुरको बच्चा र आमाको सुरक्षित व्यवस्थापन गर्दिनुपर्यो भनि गुनासो आएको छ।  ,4/7/2024,कृषि तथा पशुपक्षी विभाग,closed
338,Ward 26,8732,२६ वाडा वालाजु   वर पर ४०/५० ओटा कुकुरहरु विरामि परेकाछन   डीस्टेम्पर   भएको आशंका छ उपचार गर्नु पर्यो ,4/7/2024,कृषि तथा पशुपक्षी विभाग,closed
339,Ward 26,8729,"गोङ्गबु बसपार्क, लोत्से मलमा रहेको iNi Cinemas ले ग्राहकहरूलाई  M.R.P भन्दा बढिमा सामान(cold drinks, junk food) बेचिरहेको र अनुगमन गर्दिनुपर्यो भनि अनुरोध आएको छ।",4/7/2024,कृषि तथा पशुपक्षी विभाग,closed
340,Ward 13,8725,वडा नं १३ साल्ड ट्रेडिङ पछाडी बिरालोको बन्ध्याकरण गर्नु पर्नेछ।,4/6/2024,कृषि तथा पशुपक्षी विभाग,closed
341,Ward 12,8720,मचलि मन्दिर निर एउटा कुकुर सारै बिरामि छ आँखा पनि देख्दैन सुतिरहन्छ तुरुन्त उपचार गरि उद्धार गरिदिनुपर्याे । ,4/5/2024,कृषि तथा पशुपक्षी विभाग,closed
342,Ward 28,8713,"बागदरबार क्षेत्रमा कुकुर धेरै भयो र बाटोमा हिड्दा टोक्न खोज्ने, झम्टिने गरेर अफिस आउन जान गाह्रो भयो, कुकुरको व्यवस्थापन गर्दिनु पर्यो भन्ने गुनासो छ। ",4/4/2024,कृषि तथा पशुपक्षी विभाग,closed
343,Ward 28,8711,२८ नं वडा नजिक रहेकाे भृकुटी मण्डव  निरकाे खसि बजार भित्र रहेकाे विरामि बाख्रा बेचेर काटिरहेका छन् तुरुन्त राेकि आवश्यक कारबाहि गरिदिनुहुन अनुराेध छ । ,4/4/2024,कृषि तथा पशुपक्षी विभाग,closed
344,Ward 14,8702,"कालिमाटि फलफुल बजार भित्र माछा पसलको लाईन छ,  कुहिएको माछा बेचिरहेका छन् फोहोर पनि व्यवस्थीत छैन | जथाभावि फालेको छ अनुगमन गरि कारवाहि गरिदिनुहुन अनुरोध छ |",4/3/2024,"नगर प्रहरी बल,कृषि तथा पशुपक्षी विभाग",closed
345,Ward 30,8695,३० नं वडा ज्ञानेश्वर राताेपुलमा रहेकाे वि के स्टाेरले म्याद गुज्रिएकाे MRP नभएकाे र   M R P  भन्दा बढी मुल्य लिएर सामान बेचिरहेकाे छ अनुगमन गरि कडा कारबाहि गरिनुपर्याे । ,4/2/2024,कृषि तथा पशुपक्षी विभाग,closed
346,Ward 30,8693,"भत्केकाे पुलमा झिगुचेमा, नेवारी फुड खाएकाे र फुड पोईजनिङ भएर घरका सबै जना सदस्य बिरामी भएर साह्यै गाह्रो भयाे एकपटक जसरी भए पनि अनुगमन गरी कारबाही गरिदिनुपर्याे । 
 ",4/2/2024,कृषि तथा पशुपक्षी विभाग,closed
347,Ward 14,8689,वडा नं १४ कलंकी लामपाटीमा घरपालुवा कुकुर बिहान बेलुका बाटोमा छोड्दा धेरैलाई टोकेर दु:ख दिएको र बाटोमा हिड्न पनि डर भएको हुदाँ तुरुन्त कुकुरलाई भ्याक्सिन लगाई नियन्त्रण गर्दिनुपर्यो। ,4/2/2024,कृषि तथा पशुपक्षी विभाग,closed
348,Ward 28,8688,"नेपाल कृषक संघ र मोडल हस्पिटल बीचको क्षेत्रमा सिल्ड प्याक कोकको बोत्तल भित्र गिर्खा जस्तो केहि भेटिएको छ, भन्ने गुनासो आएको छ छानबिन गर्नु पर्यो |",4/1/2024,"कृषि तथा पशुपक्षी विभाग,स्वास्थ्य विभाग",closed
349,Ward 28,8686,"ताकेता : स्टार महल पुतलिसडक अगाडि हाल नाम गरेको 'होस्टेल टाईम्स' पहिलाको नाम 'रोयल बोईज होस्टेल' मा फोहोर पानि र खराब खानेकुरा दिइने गरेको छ जस्ले गर्दा बिद्यार्थीहरु बिरामि परेको छन्, छालाको रोग पनि लागेको छ | शौचालयको व्यवस्थापन पनि राम्रो छैन, धेरै चोटि गुनासो गर्दा पनि होस्टेलमा परिवर्तन आएको छैन, अनुगमन गरिदिनुहुन अनुरोध छ |",4/1/2024,"कृषि तथा पशुपक्षी विभाग,Public Health Dept.",closed
350,Ward 14,8683,कलंकी दुर्गानगर कोलोनीमा गाडिले ठक्कर दिएर घाइते भएको कुकुर बिरामी परेको छ उद्धार गर्नु पर्यो |,4/1/2024,कृषि तथा पशुपक्षी विभाग,closed
351,Ward 16,8681,"बनस्थली चमति निरको Toodler  School अगाडी  २,३ वटा भुसिया कुकुरले बच्चाहरुलाई टोक्न खोज्छ | कुकुरहरुले गर्दा   बच्चाहरुलाई स्कुल पठाउन  डर भएको छ,  कुकुरको व्यवस्था गरिदिनु पर्यो  |                                       ",4/1/2024,कृषि तथा पशुपक्षी विभाग,closed
352,Ward 3,8680,"सहिद गंगालाल अस्पतालको क्यानटिनको खानामा फेरि पनि लापरवाही भएको छ | बासी खाना, बासी समोसा, दूधहरु बेचिराखेको छ | इन्स्पेक्टसन गर्नु पर्यो |",4/1/2024,कृषि तथा पशुपक्षी विभाग,closed
353,Ward 22,8673,"धरहराबाट अगाडि ओरालो पछि पिपल बोटबाट दुईटा गल्ली पछि हनुमान स्थान मार्ग निर एउटा कुकुर आएर बसेको छ, अरुलाई टोक्न खोज्छ र रेबिजको सुई पनि लगाएको छैन जस्तो छ कुकुरको उद्धार गर्नु पर्यो | ",4/30/2024,कृषि तथा पशुपक्षी विभाग,closed
354,Ward 32,8672,वडा नं ३२ मनहरा शंखमुल दोभान पुलको बर्गर हाउस नजिक २ वटा आमा र बच्चा कुकुरलाई बन्ध्याकरण गर्न बाँकी छ। ,3/30/2024,कृषि तथा पशुपक्षी विभाग,closed
355,Ward 28,8670,"स्टार महल पुतलिसडक अगाडि हाल नाम गरेको 'होस्टेल टाईम्स' पहिलाको नाम 'रोयल बोईज होस्टेल' मा फोहोर पानि र खराब खानेकुरा दिइने गरेको छ जस्ले गर्दा बिद्यार्थीहरु बिरामि परेको छन्, छालाको रोग पनि लागेको छ | धेरै चोटि गुनासो गर्दा पनि होस्टेलमा परिवर्तन आएको छैन, अनुगमन गरिदिनुहुन अनुरोध छ |",3/30/2024,कृषि तथा पशुपक्षी विभाग,closed
356,Ward 26,8669,२६ नं वडा गोरखपाखाको धम्ब मार्गमा १ वटा कुकुरलाई रेबिज खोप लगाउन पर्ने छ। ,3/30/2024,कृषि तथा पशुपक्षी विभाग,closed
357,Ward 17,8665,"१७ नं वडा खुसिपुर नयाँ बजार टाउन प्लानिङ निर १ वटा कुकुर साह्यै विरामि छ औषधि उपचार गरि 
तुरन्त उद्धार  गरिदिनुपर्याे ",3/29/2024,कृषि तथा पशुपक्षी विभाग,closed
358,Ward 16,8659,"बनस्थली चोकबाट चमति जाने बाटो १०० मिटर अगाडि कुकुरले यहाँको मान्छेहरुलाई टोक्न खोजेर दुख दिदै छ, कुकुरको व्यवस्थापन गर्नु पर्यो |",3/28/2024,कृषि तथा पशुपक्षी विभाग,closed
359,Ward 3,8658,"कान्ति बाल अस्पताल महाराजगन्ज आसपास कुकुरहरू धेरै भएको र मान्छैलाई टोकेको हुदा, कुकुरको नियन्त्रण गर्दिनु पर्यो।",3/28/2024,कृषि तथा पशुपक्षी विभाग,closed
360,Ward 13,8657,कालिमाटी पुलिस चौकी वाट भित्र ज्ञानतिर्थ मन्दिर संगै करखुशी खोलाको किनारमा एउटा कुकुर फसेर रोई रहेको छ तत्काल उध्दार गर्नु पर्यो ,3/28/2024,कृषि तथा पशुपक्षी विभाग,closed
361,Ward 22,8651,नेपाल आदर्श स्कुल गनबाहाल पतानिधि मार्ग छेउमा एउटा कुकुरको बन्ध्याकरण गर्न र चार वटा कुकुरको  रेबिज खोप लगाउन बाकि छ भन्ने गुनासो छ |,3/26/2024,कृषि तथा पशुपक्षी विभाग,closed
362,Ward 13,8650,१३ नं वडा साेल्टिमाेड एरियामा २०/२५ वटा कुकुरहरु छन् तिनीहरु एकआपसमा झगडा गरेर बसिरहन्छन्  कुनै कुनै कुकुरलाइ रेविज राेग पनि लागेकाे छ  छिटाे उद्धार गरि व्यवस्थापन गरिदिनुपर्याे । ,3/26/2024,कृषि तथा पशुपक्षी विभाग,closed
363,Ward 29,8649, डिल्लीबजार चारखाल भन्दा माथि सिद्धि पोलिक्लिनिकको विपरीत तर्फ रेबिज लक्षण लागेको कुकुर छ उद्धार गरिदिनुपर्याे । ,3/26/2024,कृषि तथा पशुपक्षी विभाग,closed
364,Ward 31,8646,तिनकुने मिनभवन खाेलाकिनारा छेउ मसरुम हेड रेष्टुरेन्टले कफि र चाउमिन खाएकाे १३ प्रतिशत भ्याट लियाे ।  अनुगमन गरिदिनुपर्याे ,3/26/2024,"नगर प्रहरी बल,कृषि तथा पशुपक्षी विभाग",closed
365,Ward 29,8645,२९ नं एरिया घट्टेकुलाे अक्षरएकेडेमि भन्दा २० मिटर पर ३ वटा भुसिया कुकुर छन् मानिसलाइ टाेकेर साह्यै दुख दिए नियन्त्रण गरिदिनुपर्याे । ,3/25/2024,कृषि तथा पशुपक्षी विभाग,closed
366,Ward 3,8642,वडा नं ३  अन्तर्गत सामाखुसि सहिंसा चाेक  चाैकिनिर रहेकाे गामबेशि थकालि भान्साघरमा ब्रिगेकाे अचार भेटिएकाे छ अनुगमन गरि कारबाहि गर्नुपर्याे । ,3/18/2024,कृषि तथा पशुपक्षी विभाग,closed
367,Ward 16,8641,"१६ नं वडा साेह्यखुट्टे  मैपि जाने बाटाे तिर कुमारि युवाक्लब निर १ बटा कुकुर , सुकेधारा निर १ वटा कुकुर , र धरानेपुल निर १ वटा कुकुरकाे बन्धाकरण गरिदिनुपर्याे । ",3/25/2024,कृषि तथा पशुपक्षी विभाग,closed
368,Ward 28,8631,२८ नं वडा अन्तर्गत राष्टिय सभागृहभित्र एउटा कुकुर साह्यै विरामि भएर छटपटाइरहेकाे छ  छिटाे भन्दा छिटाे उद्धार गरिदिनुपर्याे । ,3/22/2024,कृषि तथा पशुपक्षी विभाग,closed
369,Ward 32,8629,नरे फाट चाैकि अगाडि रेविजकाे जस्ताे लक्षण देखिने ककुरले  रियाल चुवाएर मानिसलाइ टाेक्न खाेज्ने गर्छ नियन्त्रण गरी उपचार गरिदिनुपर्याे । ,3/21/2024,कृषि तथा पशुपक्षी विभाग,closed
370,Ward 6,8625,६ वडा रामहिटि कैलाश स्कुल माथि दमकलसँगै  एउटा नयाँ कुकुर आएकाे छ त्यसलाई  बन्याकरण करण गरिदिनुपर्याे ,3/21/2024,कृषि तथा पशुपक्षी विभाग,closed
371,Ward 32,8620,वडा नं ३२ जडिबुटी नरेफाटमा रहेका ४/५ वटा कुकुरकाे बन्धारण गरिदिनुपर्याे । ,3/20/2024,कृषि तथा पशुपक्षी विभाग,closed
372,Ward 17,8614,"क्षेत्रपाटि देखि पुरानाे ढल्खु जाने बाटाेमा मासु पसलहरु खुल्ला रुपले बेच्चा झिगाँ लागेकाे ,धुलाे उडेकाे र मासु गह्याएकाे छ अनुगमन गरी कारबाहि गर्नुपर्याे । ",3/19/2024,कृषि तथा पशुपक्षी विभाग,closed
373,Ward 27,8613,महाबाैद्धमा रहेकाे एनडिजले विक्रिमा राखेकाे आइक्रिम र केक जस्ता खाध्यपदार्थमा उप्पादन मिती र म्याद सकिने मिती उल्लेख नगरी खालि भएकाे  भेटियाे । कारबाही गरीदिनुहुन अनुराेध छ। ,3/19/2024,कृषि तथा पशुपक्षी विभाग,closed
374,Ward 3,8612,बासबारी स्थित  सुनिल स्विट एण्ड चार्ट हाउसमा समसा चाट खाजा मखाएकाे त्यसमा मान्छेकाे नङ देखियाे कारबाहि गरिदिनुहुन अनुराेध छ । ,3/19/2024,कृषि तथा पशुपक्षी विभाग,closed
375,Ward 11,8606,११ नं वडा त्रिपुरेश्वर जयन्ति पेट्टाेल पम्म पछाडि एउटा बादर आएर बसेकाे १/२ भयाे चाेट पनि लागेकाे छ उद्धार गरिदिनुपर्याे ,3/18/2024,कृषि तथा पशुपक्षी विभाग,closed
376,Ward 17,8605,११ वडा क्याबाहालमा ३ वटा कुकुरलाइ भ्याक्सिन लगाउने र बन्धाकरण गर्न छ बन्धाकरण गरिदिनुपर्याे । ,3/18/2024,कृषि तथा पशुपक्षी विभाग,closed
377,Ward 32,8598,पेस्सिकाेला नेपाल तारा स्कुल नजिकै ६ वटा कुकुरमा २ वटा मरिसक्याे अरु कुकुर पनि झाेक्याउने केहि नखाने डिस्टेपर राेग लागे जस्ताे लक्षण  देखिएकाे छ छिटै उपचार गरिदिनुपर्याे । ,3/17/2024,कृषि तथा पशुपक्षी विभाग,closed
378,Ward 16,8597,१६ वडा बालाजुचाेक देखि बाइसधारा सम्म सडक कुकुर ४०/४५ वटा जतिलाइ  Distemper  सुई लगाउन पर्ने छ  धेरै कुकु् हरु विरामी छन । ,4/7/2024,कृषि तथा पशुपक्षी विभाग,closed
379,Ward 10,8596,मध्य बानेश्वर स्वयम पल स्टेनर एकेडेमि स्कुलकाे गेटमा २ वटा कुकुरले साह्यै दुख दिएका छन् मानिसलाइ झम्टने र टाेक्ने गरेर नियन्त्रण गरिदिइ समाधान गरिदिनुपर्याे । ,3/16/2024,कृषि तथा पशुपक्षी विभाग,closed
380,Ward 32,8595,का म पा जडीवुटी नरेफाँट मा छाडाकुकुर धैरै भयो बन्ध्याकरण गर्नु पर्यो ,3/16/2024,कृषि तथा पशुपक्षी विभाग,closed
